_id,Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
1354,2024-25,24555744,Northern Development,Operating Expense,Northern Development Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
1355,2024-25,26407862,Northern Development,Capital Expense,Northern Development Program,Northern Economic Development,No Value,Services,No Value
1356,2024-25,10764659,Northern Development,Capital Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Winter Roads
1357,2024-25,50000000,Northern Development,Capital Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Northern Ontario Heritage Fund
1358,2024-25,14312350,Northern Development,Capital Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Northern Ontario Resource Development Support Fund
1359,2024-25,2893903,Northern Development,Capital Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Railway Infrastructure Renewal
1360,2024-25,2902540,Northern Development,Capital Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Northern Community Healh Suuport
1361,2024-25,3488101,Northern Development,Capital Expense,Northern Development Program,Northern Economic Development,No Value,Other transactions,No Value
1362,2024-25,406303931,Northern Development,Capital Expense,Northern Development Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
1363,2024-25,1969235,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
1364,2024-25,284144,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
1365,2024-25,57769,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
1366,2024-25,97968,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
1367,2024-25,14288,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
1368,2024-25,3430450,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
1369,2024-25,584088,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
1370,2024-25,8896,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
1371,2024-25,3158451,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
1372,2024-25,15138,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
1373,2024-25,748619,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
1374,2024-25,111081,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
1375,2024-25,1926,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
1376,2024-25,158668,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
1377,2024-25,649,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
1378,2024-25,2786200,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
1379,2024-25,386518,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
1380,2024-25,12771,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
1381,2024-25,325813,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
1382,2024-25,22431,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
1383,2024-25,1216600,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
1384,2024-25,2899,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Transportation and communication,No Value
1385,2024-25,811951,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Services,No Value
1386,2024-25,49301,Colleges and Universities,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister’s Salary, the Executive Council Act"
1387,2024-25,16667,Colleges and Universities,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants’ Salaries, the Executive Council Act"
1388,2024-25,29584537,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Salaries and wages,No Value
1389,2024-25,4638880,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Employee benefits,No Value
1390,2024-25,641286,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transportation and communication,No Value
1391,2024-25,18404041,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Services,No Value
1392,2024-25,59813,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Supplies and equipment,No Value
1393,2024-25,36729814,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Grants for Indigenous Institute Operating Costs
1394,2024-25,1437329510,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Grants for College Operating Costs
1395,2024-25,3884880564,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Grants for University Operating Costs
1396,2024-25,789165,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,"Council of Ministers of Education, Canada"
1397,2024-25,13600000,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Postsecondary Transformation
1398,2024-25,1882716501,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Student Financial Assistance Programs
1399,2024-25,12719673,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Intellectual Property Ontario
1400,2024-25,-882860,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,No Value
1401,2024-25,54486985,Colleges and Universities,Operating Expense,Postsecondary Education Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expenses for Defaulted Student Loans, the Financial Administration Act"
1402,2024-25,0,Colleges and Universities,Operating Expense,Postsecondary Education Program,Statutory Appropriations,No Value,Other transactions,Bad Debt Expenses for College and Universities the Financial Administration Act
1403,2024-25,584314,Colleges and Universities,Operating Expense,Postsecondary Education Program,Statutory Appropriations,No Value,Other transactions,"Training Completion Assurance Fund, the Private Career Colleges Act"
